http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGDID	Uniprot
CAL0000165901	B9WN18
CAL0000165905	B9WIQ5
CAL0000165907	B9W6G8
CAL0000165909	B9WBW3
CAL0000165911	B9WIW1
CAL0000165913	B9WB96
CAL0000165915	B9WCB5
CAL0000165917	B9WM07
CAL0000165919	B9WDB2
CAL0000165921	B9WH95
CAL0000165925	B9WAF8
CAL0000165927	B9WJR5
CAL0000165929	B9WJ74
CAL0000165935	B9WE01
CAL0000165933	B9WB14
CAL0000165941	B9W7L2
CAL0000165943	B9WA08
CAL0000165945	B9WJV1
CAL0000165949	B9W8A0
CAL0000165951	B9WGD5
CAL0000165953	B9WMJ8
CAL0000165957	B9W855
CAL0000165955	B9WL93
CAL0000165959	B9WEE9
CAL0000165961	B9WLR3
CAL0000165963	B9WMB5
CAL0000165965	B9WGP9
CAL0000165967	B9WHK0
CAL0000165971	B9WK97
CAL0000165975	B9WEN0
CAL0000165973	B9W6T6
CAL0000165979	B9WDW6
CAL0000165977	B9WAZ4
CAL0000165981	B9WJ67
CAL0000165983	B9W810
CAL0000165985	B9W834
CAL0000165989	B9W7C5
CAL0000165993	B9WLC4
CAL0000165991	B9WMA3
CAL0000165995	B9W6R8
CAL0000165997	B9W7L0
CAL0000165999	B9WJ64
CAL0000166001	B9WDR8
CAL0000166003	B9W7K4
CAL0000166005	B9WGU5
CAL0000166007	B9WBA1
CAL0000166009	B9W8M5
CAL0000166013	B9W9B3
CAL0000166015	B9WIS4
CAL0000166017	B9W6L5
CAL0000166019	B9WK16
CAL0000166021	B9WK24
CAL0000166025	B9WDL1
CAL0000166023	B9W8A4
CAL0000166027	B9WI85
CAL0000166031	B9WII7
CAL0000166033	B9W9M3
CAL0000166029	B9WM65
CAL0000166035	B9WI87
CAL0000166039	B9WES7
CAL0000166037	B9WER6
CAL0000166041	B9WHH8
CAL0000166043	B9WMP9
CAL0000166045	B9WG71
CAL0000166047	B9WHF4
CAL0000166051	B9WFG3
CAL0000166053	B9WHV3
CAL0000166057	B9W9X1
CAL0000166055	B9WHT2
CAL0000166061	B9WDJ2
CAL0000166059	B9W761
CAL0000166063	B9W8P8
CAL0000166067	B9WCH5
CAL0000166071	B9WD37
CAL0000166073	B9W8R6
CAL0000166075	B9W9D7
CAL0000166077	B9WJT0
CAL0000166079	B9WGA0
CAL0000166081	B9W8I9
CAL0000166083	B9WM15
CAL0000166085	B9WMY5
CAL0000166087	B9W6G5
CAL0000166089	B9W8V6
CAL0000166091	B9WEG8
CAL0000166093	B9WFA2
CAL0000166099	B9WDZ7
CAL0000166097	B9WM01
CAL0000166101	B9WHD3
CAL0000166103	B9WMW2
CAL0000166107	B9WD08
CAL0000166105	B9WA94
CAL0000166109	B9WC25
CAL0000166111	B9WJH8
CAL0000166113	B9WAD3
CAL0000166117	B9WDY3
CAL0000166115	B9WKR2
CAL0000166119	B9WDE2
CAL0000166121	B9WJE7
CAL0000166127	B9WD90
CAL0000166123	B9W9Z4
CAL0000166125	B9WB05
CAL0000166131	B9WDS7
CAL0000166129	B9WBN3
CAL0000166133	B9WMM2
CAL0000166137	B9WA03
CAL0000166141	B9W947
CAL0000166143	B9W8X9
CAL0000166145	B9WDR9
CAL0000166147	B9WFR5
CAL0000166149	B9WLP5
CAL0000166151	B9W6P6
CAL0000166153	B9WHT8
CAL0000166157	B9W8A1
CAL0000166159	B9WBU3
CAL0000166155	B9WLE0
CAL0000166165	B9WKB4
CAL0000166171	B9WF94
CAL0000166173	B9WLI3
CAL0000166177	B9WH17
CAL0000166179	B9WHU2
CAL0000166183	B9WGP7
CAL0000166185	B9WJU7
CAL0000166191	B9WB26
CAL0000166193	B9WBQ8
CAL0000166195	B9WBY8
CAL0000166197	B9WHG9
CAL0000166199	B9WAT7
CAL0000166201	B9WE00
CAL0000166203	B9WGS7
CAL0000166207	B9WJ70
CAL0000166205	B9WM95
CAL0000166211	B9W6P0
CAL0000166209	B9WL25
CAL0000166213	B9W932
CAL0000166217	B9WBR7
CAL0000166215	B9WLP4
CAL0000166219	B9W8E4
CAL0000166221	B9WMC1
CAL0000166223	B9WGF2
CAL0000166227	B9WIY9
CAL0000166233	B9WL24
CAL0000166235	B9W8X8
CAL0000166237	B9WGG5
CAL0000166239	B9W9P0
CAL0000166241	B9W9U4
CAL0000166243	B9WI95
CAL0000166247	B9WFD9
CAL0000166249	B9WDJ6
CAL0000166251	B9WFK6
CAL0000166255	B9WF10
CAL0000166253	B9WEH8
CAL0000166257	B9WLJ9
CAL0000166261	B9WLU6
CAL0000166263	B9W9X0
CAL0000166265	B9WKK8
CAL0000166269	B9WED5
CAL0000166267	B9WLI6
CAL0000166273	B9WDP9
CAL0000166271	B9WAV3
CAL0000166275	B9WH90
CAL0000166279	B9WD35
CAL0000166277	B9WIF6
CAL0000166283	B9WEB2
CAL0000166281	B9WM30
CAL0000166285	B9WAG1
CAL0000166287	B9W9C4
CAL0000166289	B9WCF9
CAL0000166291	B9WA76
CAL0000166293	B9WHK6
CAL0000166295	B9WLC5
CAL0000166299	B9WJ25
CAL0000166301	B9WHE8
CAL0000166303	B9WK99
CAL0000166305	B9WJH5
CAL0000166307	B9WEB0
CAL0000166309	B9WGG4
CAL0000166313	B9WGS5
CAL0000166315	B9W7I0
CAL0000166317	B9WBD6
CAL0000166319	B9WEE1
CAL0000166321	B9WCT1
CAL0000166325	B9W8V1
CAL0000166327	B9WCP1
CAL0000166329	B9WFV1
CAL0000166331	B9WHG8
CAL0000166333	B9WKV0
CAL0000166335	B9WL97
CAL0000166337	B9WJE6
CAL0000166339	B9WN57
CAL0000166343	B9W775
CAL0000166341	B9WLI9
CAL0000166345	B9W879
CAL0000166347	B9W8E1
CAL0000166349	B9WGB9
CAL0000166351	B9WE65
CAL0000166353	B9WGB7
CAL0000166357	B9WDB6
CAL0000166359	B9WDE5
CAL0000166361	B9WH88
CAL0000166363	B9WHM7
CAL0000166367	B9WFT7
CAL0000166369	B9WD83
CAL0000166371	B9W7G1
CAL0000166373	B9WHI0
CAL0000166375	B9WB88
CAL0000166377	B9WGS0
CAL0000166379	B9WAK5
CAL0000166381	B9WG30
CAL0000166383	B9WBS6
CAL0000166385	B9W6H0
CAL0000166387	B9WAV0
CAL0000166389	B9WFE4
CAL0000166391	B9WHE5
CAL0000166393	B9WFR2
CAL0000166395	B9WC22
CAL0000166397	B9WBJ3
CAL0000166399	B9WMG5
CAL0000166401	B9WML8
CAL0000166405	B9WDM8
CAL0000166403	B9WK37
CAL0000166407	B9WI30
CAL0000166409	B9WLU9
CAL0000166411	B9WF40
CAL0000166413	B9W8Y1
CAL0000166417	B9WGT9
CAL0000166419	B9WLA1
CAL0000166421	B9W9J6
CAL0000166423	B9WHT9
CAL0000166425	B9WFL0
CAL0000166427	B9WJH2
CAL0000166429	B9WAW6
CAL0000166431	B9WA22
CAL0000166435	B9WC37
CAL0000166437	B9WJ27
CAL0000166439	B9WCD0
CAL0000166441	B9W8R3
CAL0000166443	B9WGL7
CAL0000166445	B9WGF6
CAL0000166447	B9WKA4
CAL0000166449	B9WJM4
CAL0000166451	B9WFG8
CAL0000166453	B9WL16
CAL0000166455	B9W8C2
CAL0000166457	B9WI45
CAL0000166459	B9WM58
CAL0000166461	B9WLH7
CAL0000166465	B9W8N9
CAL0000166467	B9WFU5
CAL0000166469	B9WCZ3
CAL0000166471	B9WAN2
CAL0000166473	B9WDR6
CAL0000166475	B9WN61
CAL0000166477	B9WHQ7
CAL0000166479	B9WN21
CAL0000166481	B9WED0
CAL0000166483	B9WE50
CAL0000166485	B9WFC5
CAL0000166487	B9WHC4
CAL0000166489	B9WGS3
CAL0000166491	B9W9Q9
CAL0000166493	B9W9J0
CAL0000166495	B9WJL4
CAL0000166499	B9W8P5
CAL0000166501	B9W9H6
CAL0000166503	B9WA37
CAL0000166505	B9WE99
CAL0000166509	B9WGW4
CAL0000166513	B9WEV5
CAL0000166515	B9WD91
CAL0000166517	B9WH93
CAL0000166519	B9WN60
CAL0000166521	B9WHP9
CAL0000166523	B9WDP2
CAL0000166527	B9WKX5
CAL0000166525	B9WLN4
CAL0000166529	B9WE44
CAL0000166531	B9WCP6
CAL0000166535	B9WC52
CAL0000166533	B9WLZ2
CAL0000166537	B9W737
CAL0000166539	B9WEG0
CAL0000166543	B9W9E4
CAL0000166545	B9WAS3
CAL0000166547	B9WGI9
CAL0000166551	B9WE83
CAL0000166549	B9WLA6
CAL0000166555	B9W8C6
CAL0000166553	B9WLC3
CAL0000166557	B9WDS3
CAL0000166559	B9WJ06
CAL0000166561	B9W8T9
CAL0000166563	B9WLF8
CAL0000166565	B9WJK6
CAL0000166567	B9WJ13
CAL0000166571	B9W980
CAL0000166569	B9WLW7
CAL0000166573	B9WFZ0
CAL0000166577	B9WEN3
CAL0000166575	B9WIT7
CAL0000166581	B9WGC0
CAL0000166583	B9WDA5
CAL0000166585	B9WJ15
CAL0000166587	B9W866
CAL0000166589	B9W772
CAL0000166591	B9WCV1
CAL0000166595	B9WHA4
CAL0000166597	B9W864
CAL0000166599	B9WE24
CAL0000166601	B9WDZ5
CAL0000166605	B9WE94
CAL0000166603	B9WMS1
CAL0000166607	B9WMB5
CAL0000166611	B9WDF8
CAL0000166613	B9WKF5
CAL0000166615	B9W9G4
CAL0000166617	B9WCD2
CAL0000166619	B9W8I5
CAL0000166621	B9WAC8
CAL0000166623	B9WE29
CAL0000166631	B9WIW8
CAL0000166633	B9W6R1
CAL0000166635	B9WG53
CAL0000166637	B9WBA9
CAL0000166639	B9WGD1
CAL0000166641	B9WE85
CAL0000166643	B9WH89
CAL0000166645	B9WFK9
CAL0000166647	B9WGD9
CAL0000166649	B9W7Z1
CAL0000166651	B9WLJ7
CAL0000166653	B9WCQ1
CAL0000166655	B9WKG4
CAL0000166657	B9WBT2
CAL0000166659	B9WG42
CAL0000166661	B9WFY9
CAL0000166663	B9WMN4
CAL0000166667	B9WEL1
CAL0000166665	B9WMS5
CAL0000166669	B9WG34
CAL0000166673	B9WI24
CAL0000166671	B9WMV2
CAL0000166675	B9WKH2
CAL0000166677	B9W8K2
CAL0000166679	B9WCU7
CAL0000166683	B9WEC1
CAL0000166681	B9WLC8
CAL0000166687	B9WE56
CAL0000166685	B9WJA7
CAL0000166689	B9W7V8
CAL0000166693	B9WDV1
CAL0000166691	B9WDE9
CAL0000166695	B9WKR0
CAL0000166697	B9WJE4
CAL0000166699	B9WHU4
CAL0000166701	B9WKM3
CAL0000166703	B9WCU2
CAL0000166705	B9W8C4
CAL0000166707	B9WL43
CAL0000166709	B9WL56
CAL0000166711	B9WG66
CAL0000166713	B9WH42
CAL0000166715	B9WAR5
CAL0000166717	B9WN10
CAL0000166719	B9WIZ9
CAL0000166723	B9WE75
CAL0000166725	B9WI49
CAL0000166727	B9W8V4
CAL0000166729	B9WF51
CAL0000166731	B9WHW6
CAL0000166733	B9WCF2
CAL0000166735	B9WN16
CAL0000166737	B9WME0
CAL0000166747	B9WCZ0
CAL0000166745	B9WAH4
CAL0000166743	B9WLT8
CAL0000166749	B9WJX6
CAL0000166751	B9WDC5
CAL0000166753	B9WDB3
CAL0000166755	B9W6K1
CAL0000166757	B9WK35
CAL0000166759	B9WGP2
CAL0000166763	B9WCK1
CAL0000166765	B9WI48
CAL0000166767	B9WKC9
CAL0000166769	B9W751
CAL0000166773	B9WJ84
CAL0000166771	B9WMP4
CAL0000166775	B9WG74
CAL0000166785	B9W9V1
CAL0000166779	B9WLQ4
CAL0000166787	B9WE41
CAL0000166789	B9WAK6
CAL0000166791	B9W918
CAL0000166793	B9W878
CAL0000166795	B9WB62
CAL0000166803	B9WG78
CAL0000166805	B9WGH8
CAL0000166809	B9WDX7
CAL0000166807	B9W881
CAL0000166811	B9WC45
CAL0000166813	B9WCF4
CAL0000166815	B9W6M3
CAL0000166819	B9WEF1
CAL0000166817	B9W741
CAL0000166821	B9W6T3
CAL0000166825	B9WM60
CAL0000166827	B9WC11
CAL0000166829	B9WFQ4
CAL0000166831	B9WHM6
CAL0000166833	B9WBB0
CAL0000166838	B9WCE4
CAL0000166836	B9WM62
CAL0000166840	B9WAC5
CAL0000166842	B9WIR7
CAL0000166844	B9WJQ6
CAL0000166848	B9WJE8
CAL0000166852	B9WAZ9
CAL0000166850	B9WKX1
CAL0000166856	B9W7P4
CAL0000166854	B9WLQ0
CAL0000166858	B9WLP8
CAL0000166860	B9WMA6
CAL0000166862	B9WD92
CAL0000166864	B9WLP2
CAL0000166866	B9WG72
CAL0000166868	B9W8L4
CAL0000166872	B9WHB2
CAL0000166874	B9W8D9
CAL0000166876	B9WEU5
CAL0000166880	B9W8I2
CAL0000166884	B9WD77
CAL0000166886	B9W857
CAL0000166888	B9W9D5
CAL0000166890	B9WK69
CAL0000166894	B9WIM3
CAL0000166896	B9WHJ4
CAL0000166900	B9WJB3
CAL0000166902	B9W7A9
CAL0000166898	B9WMG4
CAL0000166904	B9WGP4
CAL0000166908	B9WD71
CAL0000166906	B9WJU1
CAL0000166910	B9WA10
CAL0000166912	B9WKT7
CAL0000166914	B9WHV9
CAL0000166918	B9WKG3
CAL0000166920	B9WAI1
CAL0000166916	B9WMP1
CAL0000166922	B9WG36
CAL0000166924	B9WI78
CAL0000166926	B9W8J3
CAL0000166928	B9WK49
CAL0000166930	B9W7U9
CAL0000166932	B9W6K8
CAL0000166934	B9W7G0
CAL0000166936	B9WCF6
CAL0000166940	B9WK86
CAL0000166938	B9WLB9
CAL0000166944	B9WF56
CAL0000166946	B9WGV8
CAL0000166948	B9WGT0
CAL0000166950	B9WJS8
CAL0000166952	B9W6G4
CAL0000166958	B9WET0
CAL0000166956	B9W7D0
CAL0000166954	B9WMX2
CAL0000166960	B9WML2
CAL0000166962	B9WGB8
CAL0000166968	B9WEQ1
CAL0000166966	B9WD80
CAL0000166964	B9WC08
CAL0000166970	B9WH08
CAL0000166972	B9W6J4
CAL0000166974	B9W814
CAL0000166976	B9W9L5
CAL0000166978	B9W9W2
CAL0000166980	B9WBU9
CAL0000166982	B9WCH7
CAL0000166984	B9WMA9
CAL0000166986	B9W8T7
CAL0000166988	B9WIZ7
CAL0000166992	B9WGY0
CAL0000166994	B9WN75
CAL0000166996	B9WCG3
CAL0000166998	B9WF79
CAL0000167000	B9WCM9
CAL0000167004	B9WJX4
CAL0000167006	B9WB38
CAL0000167008	B9WFT6
CAL0000167010	B9WJ63
CAL0000167012	B9W841
CAL0000167014	B9WFQ3
CAL0000167016	B9W9C5
CAL0000167018	B9WKI1
CAL0000167020	B9WBD4
CAL0000167022	B9WA42
CAL0000167024	B9WH14
CAL0000167026	B9WFV9
CAL0000167032	B9WJC8
CAL0000167028	B9WLS9
CAL0000167034	B9W956
CAL0000167036	B9WFF3
CAL0000167038	B9W8T8
CAL0000167040	B9WHI2
CAL0000167042	B9WHX6
CAL0000167044	B9WBM3
CAL0000167046	B9WI44
CAL0000167054	B9WBS7
CAL0000167058	B9WER8
CAL0000167060	B9WBK7
CAL0000167064	B9WFI4
CAL0000167066	B9WHZ7
CAL0000167068	B9WC17
CAL0000167070	B9W7R8
CAL0000167072	B9W745
CAL0000167074	B9W6N2
CAL0000167076	B9WLC6
CAL0000167078	B9WDU7
CAL0000167084	B9WBF0
CAL0000167082	B9WMN5
CAL0000167088	B9WCU1
CAL0000167092	B9WKH8
CAL0000167094	B9WG29
CAL0000167096	B9W9U0
CAL0000167098	B9WCK6
CAL0000167100	B9WIF7
CAL0000167102	B9WMV6
CAL0000167104	B9W7C4
CAL0000167106	B9WN15
CAL0000167108	B9W822
CAL0000167110	B9WA11
CAL0000167112	B9WEN9
CAL0000167118	B9WF01
CAL0000167114	B9W7X2
CAL0000167120	B9WE40
CAL0000167122	B9WJ26
CAL0000167124	B9WAY3
CAL0000167126	B9WBM4
CAL0000167132	B9WET3
CAL0000167130	B9WLJ4
CAL0000167134	B9W861
CAL0000167136	B9WA71
CAL0000167138	B9WJS9
CAL0000167140	B9WAN0
CAL0000167144	B9W9F5
CAL0000167142	B9WL11
CAL0000167148	B9WI67
CAL0000167152	B9WKF1
CAL0000167150	B9WL88
CAL0000167156	B9WLN9
CAL0000167158	B9W920
CAL0000167160	B9WH74
CAL0000167162	B9WB61
CAL0000167164	B9W9W9
CAL0000167166	B9WJC0
CAL0000167168	B9WIL8
CAL0000167170	B9WIS7
CAL0000167172	B9W7U0
CAL0000167174	B9WAQ0
CAL0000167176	B9WGN1
CAL0000167178	B9WC23
CAL0000167180	B9WC62
CAL0000167184	B9WM41
CAL0000167182	B9WMC7
CAL0000167186	B9WHU8
CAL0000167188	B9WCJ8
CAL0000167192	B9WI18
CAL0000167194	B9WA41
CAL0000167196	B9WBK2
CAL0000167198	B9WLR6
CAL0000167200	B9WHF0
CAL0000167202	B9WN56
CAL0000167206	B9WC46
CAL0000167208	B9WLH5
CAL0000167210	B9WLE5
CAL0000167212	B9WID3
CAL0000167214	B9WIC0
CAL0000167216	B9W7Y1
CAL0000167218	B9WB80
CAL0000167220	B9W9S4
CAL0000167228	B9WMN2
CAL0000167230	B9WM42
CAL0000167232	B9WL18
CAL0000167234	B9WFB2
CAL0000167236	B9WC33
CAL0000167238	B9W940
CAL0000167240	B9WIU4
CAL0000167242	B9WMU5
CAL0000167244	B9WM27
CAL0000167248	B9WDZ3
CAL0000167246	B9WM79
CAL0000167250	B9WBL3
CAL0000167252	B9WFD7
CAL0000167254	B9WA15
CAL0000167256	B9WH32
CAL0000167258	B9W6X0
CAL0000167264	B9W9A6
CAL0000167260	B9WLV3
CAL0000167266	B9WKS6
CAL0000167268	B9WJC9
CAL0000167270	B9W7Z8
CAL0000167272	B9WGU3
CAL0000167274	B9W6Q7
CAL0000167278	B9WBH7
CAL0000167282	B9WKL8
CAL0000167284	B9W6R6
CAL0000167286	B9WF97
CAL0000167290	B9WH47
CAL0000167292	B9W7X7
CAL0000167294	B9WFF8
CAL0000167296	B9WM46
CAL0000167298	B9WGB3
CAL0000167300	B9WEB6
CAL0000167302	B9WH76
CAL0000167304	B9WI16
CAL0000167306	B9WHZ4
CAL0000167308	B9WGX3
CAL0000167310	B9WL94
CAL0000167316	B9WKS1
CAL0000167314	B9WMT1
CAL0000167312	B9WMX6
CAL0000167318	B9WLM6
CAL0000167320	B9WBA3
CAL0000167324	B9WJY3
CAL0000167326	B9WJZ1
CAL0000167328	B9W9Y9
CAL0000167330	B9W7D4
CAL0000167332	B9WCC6
CAL0000167334	B9WLI0
CAL0000167338	B9WFI5
CAL0000167340	B9WBQ4
CAL0000167342	B9WHV4
CAL0000167344	B9W6Q9
CAL0000167346	B9WLL1
CAL0000167348	B9W7B8
CAL0000167352	B9WDU8
CAL0000167350	B9WA28
CAL0000167354	B9WJR7
CAL0000167358	B9WIJ4
CAL0000167360	B9WJF9
CAL0000167362	B9WI86
CAL0000167364	B9WHU3
CAL0000167366	B9WE08
CAL0000167368	B9WAD1
CAL0000167370	B9WHS3
CAL0000167372	B9WMA5
CAL0000167374	B9W7Y6
CAL0000167376	B9WAB6
CAL0000167382	B9W8W2
CAL0000167380	B9WLS6
CAL0000167384	B9WDE4
CAL0000167386	B9WIC4
CAL0000167388	B9WGW8
CAL0000167390	B9WGX6
CAL0000167392	B9WI20
CAL0000167394	B9WF73
CAL0000167396	B9WM32
CAL0000167398	B9WAY5
CAL0000167400	B9WCM5
CAL0000167402	B9WCL9
CAL0000167404	B9WGT5
CAL0000167406	B9W8S9
CAL0000167408	B9WHK2
CAL0000167412	B9WFX2
CAL0000167414	B9WLL2
CAL0000167416	B9WF52
CAL0000167418	B9WDQ4
CAL0000167420	B9WH11
CAL0000167426	B9W7W7
CAL0000167424	B9WME4
CAL0000167428	B9WEP3
CAL0000167432	B9WJN3
CAL0000167430	B9WLG1
CAL0000167434	B9W9S7
CAL0000167436	B9WJJ9
CAL0000167440	B9WAR0
CAL0000167442	B9WGD0
CAL0000167446	B9WEJ5
CAL0000167444	B9W723
CAL0000167448	B9WHL4
CAL0000167450	B9W7E8
CAL0000167452	B9WAX2
CAL0000167454	B9W8C5
CAL0000167456	B9WCU9
CAL0000167458	B9W8T0
CAL0000167462	B9WKC1
CAL0000167460	B9WMQ1
CAL0000167464	B9WEA0
CAL0000167468	B9W8Q4
CAL0000167472	B9WEC2
CAL0000167470	B9WE10
CAL0000167474	B9WJK4
CAL0000167476	B9W928
CAL0000167478	B9WCC0
CAL0000167480	B9WI63
CAL0000167482	B9W7N0
CAL0000167484	B9WGD6
CAL0000167488	B9WEA6
CAL0000167486	B9WDR0
CAL0000167490	B9WI89
CAL0000167492	B9WJ62
CAL0000167494	B9WGZ3
CAL0000167498	B9WAM9
CAL0000167496	B9WKY2
CAL0000167500	B9W9R5
CAL0000167504	B9WDW1
CAL0000167502	B9W839
CAL0000167506	B9W7D7
CAL0000167508	B9WGI2
CAL0000167510	B9WJB4
CAL0000167512	B9WBR1
CAL0000167514	B9WGI0
CAL0000167516	B9WID9
CAL0000167522	B9WBZ7
CAL0000167524	B9W755
CAL0000167526	B9WHK3
CAL0000167530	B9W6N4
CAL0000167528	B9WL20
CAL0000167532	B9WMU2
CAL0000167534	B9WCB3
CAL0000167536	B9WGA9
CAL0000167538	B9W9F7
CAL0000167540	B9WGJ7
CAL0000167544	B9W8B6
CAL0000167542	B9WKZ4
CAL0000167546	B9WJI8
CAL0000167548	B9WI47
CAL0000167552	B9WKB2
CAL0000167556	B9WDQ7
CAL0000167554	B9WDJ5
CAL0000167558	B9WM16
CAL0000167560	B9WCI8
CAL0000167562	B9WFI6
CAL0000167566	B9WEB3
CAL0000167564	B9W7I6
CAL0000167568	B9WGL1
CAL0000167570	B9W957
CAL0000167572	B9WKL9
CAL0000167576	B9W8F8
CAL0000167578	B9WC54
CAL0000167580	B9WKS0
CAL0000167582	B9WGW7
CAL0000167584	B9WEN8
CAL0000167586	B9WA16
CAL0000167588	B9WGL2
CAL0000167590	B9W965
CAL0000167592	B9WCA4
CAL0000167594	B9WCB6
CAL0000167596	B9WBF1
CAL0000167598	B9WG60
CAL0000167600	B9W901
CAL0000167602	B9W7U3
CAL0000167604	B9WEQ5
CAL0000167608	B9WDH9
CAL0000167606	B9WB87
CAL0000167610	B9W8I8
CAL0000167612	B9WMZ8
CAL0000167614	B9W7T8
CAL0000167622	B9W8Z1
CAL0000167624	B9WGI5
CAL0000167626	B9WGQ5
CAL0000167628	B9WGN3
CAL0000167630	B9W9D6
CAL0000167632	B9WK92
CAL0000167634	B9W8X5
CAL0000167636	B9W8A3
CAL0000167640	B9WHB4
CAL0000167642	B9WFJ9
CAL0000167644	B9WBU4
CAL0000167646	B9WLG5
CAL0000167648	B9WCK2
CAL0000167650	B9WGQ9
CAL0000167658	B9WJ50
CAL0000167660	B9WFK5
CAL0000167662	B9WH25
CAL0000167664	B9WKB5
CAL0000167666	B9WHH4
CAL0000167668	B9W6L3
CAL0000167670	B9WAI7
CAL0000167672	B9WFZ5
CAL0000167674	B9WF22
CAL0000167678	B9WGM3
CAL0000167680	B9WCN1
CAL0000167682	B9WIU3
CAL0000167684	B9WLV7
CAL0000167690	B9WED6
CAL0000167686	B9W7E6
CAL0000167688	B9WA64
CAL0000167694	B9W860
CAL0000167692	B9WLT5
CAL0000167696	B9WH72
CAL0000167700	B9WA25
CAL0000167698	B9WKZ9
CAL0000167706	B9WIJ6
CAL0000167704	B9WLK5
CAL0000167708	B9WFK3
CAL0000167712	B9W9L0
CAL0000167710	B9WM37
CAL0000167718	B9WDL8
CAL0000167714	B9WHY9
CAL0000167716	B9WBZ3
CAL0000167720	B9WF32
CAL0000167722	B9WL44
CAL0000167724	B9WFQ6
CAL0000167726	B9WAI6
CAL0000167728	B9WHS2
CAL0000167730	B9WMF4
CAL0000167734	B9WJU0
CAL0000167732	B9WM43
CAL0000167736	B9WMJ7
CAL0000167738	B9WHL2
CAL0000167740	B9WAA8
CAL0000167742	B9WDG0
CAL0000167746	B9WBH0
CAL0000167748	B9W7X5
CAL0000167750	B9W996
CAL0000167752	B9WFQ9
CAL0000167754	B9WAG6
CAL0000167756	B9WDV8
CAL0000167758	B9WMU0
CAL0000167760	B9W7N6
CAL0000167762	B9WGW5
CAL0000167764	B9W9Z6
CAL0000167766	B9WJH7
CAL0000167768	B9WAH6
CAL0000167770	B9WGX9
CAL0000167772	B9WID7
CAL0000167774	B9W9N9
CAL0000167776	B9WAS9
CAL0000167778	B9WGK6
CAL0000167780	B9WCB0
CAL0000167782	B9WCV3
CAL0000167784	B9WIB7
CAL0000167786	B9WFE6
CAL0000167788	B9W8J8
CAL0000167790	B9WFU1
CAL0000167792	B9WGA5
CAL0000167800	B9WD63
CAL0000167794	B9WMV7
CAL0000167802	B9W8X3
CAL0000167804	B9WMH9
CAL0000167806	B9WEM3
CAL0000167808	B9WCU8
CAL0000167810	B9WN27
CAL0000167812	B9WGJ1
CAL0000167814	B9WCE8
CAL0000167818	B9WDV0
CAL0000167820	B9W8P9
CAL0000167822	B9WG67
CAL0000167824	B9WEQ0
CAL0000167828	B9WEJ8
CAL0000167830	B9WBC7
CAL0000167832	B9WBZ2
CAL0000167834	B9WC74
CAL0000167836	B9WLV6
CAL0000167840	B9WB76
CAL0000167842	B9WMK7
CAL0000167844	B9WGE4
CAL0000167846	B9WDS9
CAL0000167848	B9WKN2
CAL0000167852	B9WFZ8
CAL0000167854	B9WJ51
CAL0000167856	B9WDJ3
CAL0000167860	B9WEQ2
CAL0000167858	B9WIG8
CAL0000167862	B9W7K3
CAL0000167866	B9WJB1
CAL0000167868	B9W9N2
CAL0000167870	B9WC43
CAL0000167872	B9WFJ4
CAL0000167874	B9WMT0
CAL0000167876	B9WJ38
CAL0000167880	B9W960
CAL0000167882	B9W8U2
CAL0000167884	B9WHS8
CAL0000167888	B9W9Y3
CAL0000167886	B9WLI7
CAL0000167890	B9WDK3
CAL0000167892	B9WBT1
CAL0000167894	B9WB78
CAL0000167896	B9WMA8
CAL0000167900	B9WA20
CAL0000167902	B9WCS8
CAL0000167898	B9WML6
CAL0000167904	B9WGR4
CAL0000167906	B9W6X1
CAL0000167908	B9WFT0
CAL0000167912	B9WEK5
CAL0000167910	B9WEG2
CAL0000167914	B9WH63
CAL0000167916	B9WDA3
CAL0000167920	B9WIE7
CAL0000167928	B9WIF4
CAL0000167930	B9WDY6
CAL0000167932	B9W6R3
CAL0000167934	B9WJ79
CAL0000167936	B9WD65
CAL0000167938	B9WGM4
CAL0000167940	B9WL70
CAL0000167942	B9WAJ5
CAL0000167948	B9WDY1
CAL0000167944	B9WJD0
CAL0000167946	B9W9S2
CAL0000167950	B9WAU1
CAL0000167954	B9WD45
CAL0000167956	B9W7J0
CAL0000167958	B9WCS1
CAL0000167960	B9W8J7
CAL0000167962	B9WJY1
CAL0000167964	B9WBS5
CAL0000167966	B9WAG9
CAL0000167970	B9WE31
CAL0000167974	B9WFV0
CAL0000167976	B9WKF2
CAL0000167978	B9WHX7
CAL0000167980	B9W7Q3
CAL0000167982	B9WK13
CAL0000167986	B9W9B0
CAL0000167991	B9WDA7
CAL0000167989	B9WKP6
CAL0000167993	B9WHD5
CAL0000167999	B9WMB8
CAL0000167995	B9WN04
CAL0000168003	B9WAQ6
CAL0000168001	B9WLN7
CAL0000168005	B9WIW7
CAL0000168007	B9W7S0
CAL0000168009	B9W9N7
CAL0000168013	B9WFQ2
CAL0000168015	B9WHY1
CAL0000168017	B9W7T6
CAL0000168019	B9WJJ5
CAL0000168021	B9WMD8
CAL0000168023	B9WHV6
CAL0000168025	B9WGF7
CAL0000168027	B9WE07
CAL0000168029	B9WJE0
CAL0000168031	B9WID0
CAL0000168033	B9W9V8
CAL0000168035	B9WKF8
CAL0000168037	B9WIT3
CAL0000168041	B9W6X5
CAL0000168043	B9WFA6
