From	To
Q59PZ1	XP_711782.1
Q59T44	XP_712803.1
A0A1D8PRU0	XP_718622.1
Q5A1Z7	XP_715777.1
A0A1D8PQL9	XP_720351.1
Q5AGY1	XP_721393.1
Q5A4M7	XP_716724.1
A0A1D8PKQ6	XP_716112.1
Q5AB88	XP_719046.1
A0A1D8PU47	XP_019331122.1
A0A1D8PRT5	XP_717960.2
A0A1D8PKD8	XP_716621.1
A0A1D8PGX4	XP_721020.2
Q5A5N0	XP_717171.1
Q5A0W4	XP_715441.1
A0A1D8PQ50	XP_719186.2
A0A1D8PU80	XP_719378.1
A0A1D8PFV4	XP_715038.1
A0A1D8PTJ6	XP_710210.1
A0A1D8PQ54	XP_719180.2
A0A1D8PM97	XP_710121.1
A0A1D8PUB6	XP_719426.1
A0A1D8PGY6	XP_720965.2
Q59LS1	XP_710682.1
A0A1D8PJT6	XP_019330854.1
A0A1D8PEQ6	XP_019330686.1
A0A1D8PFV2	XP_715031.1
A0A1D8PEB6	XP_717630.2
A0A1D8PSM8	XP_019331078.1
A0A1D8PNW4	XP_721813.2
A0A1D8PLZ3	XP_717109.2
A0A1D8PF82	XP_713013.2
A0A1D8PFZ1	XP_710489.2
Q59PR7	XP_711714.1
A0A1D8PQ42	XP_719175.2
A0A1D8PGS4	XP_715326.2
Q59MG2	XP_710914.1
A0A1D8PTU3	XP_716431.1
Q5A015	XP_715149.1
A0A1D8PF48	XP_019330693.1
A0A1D8PRE0	XP_710535.1
A0A1D8PCQ5	XP_019330618.1
A0A1D8PNI3	XP_720596.2
A0A1D8PUC4	XP_719430.1
A0A1D8PQZ7	XP_721358.2
Q59Y39	XP_714454.1
A0A1D8PNM5	XP_712032.2
A0A1D8PEC2	XP_711891.1
Q5ANE1	XP_723173.1
Q5A8I4	XP_718099.1
A0A1D8PJL3	XP_719965.2
Q5AMP2	XP_722677.1
A0A1D8PGA5	XP_719455.2
A0A1D8PF81	XP_710203.2
A0A1D8PKE7	XP_716076.1
Q5AEI3	XP_719982.1
A0A1D8PPI5	XP_714306.1
A0A1D8PQG5	XP_720405.1
Q59M32	XP_710785.1
A0A1D8PEE8	XP_723421.1
A0A1D8PMI5	XP_715575.2
Q5AMQ1	XP_722667.1
Q5AB98	XP_719034.1
A0A1D8PR92	XP_716977.2
A0A1D8PEK3	XP_723488.2
A0A1D8PIS4	XP_019330821.1
A0A1D8PU98	XP_719407.1
A0A1D8PP77	XP_721942.2
A0A1D8PH98	XP_714885.1
A0A1D8PU07	XP_711296.1
A0A1D8PQH4	XP_720396.1
A0A1D8PTZ3	XP_019331117.1
A0A1D8PU79	XP_719380.1
A0A1D8PR13	XP_721346.2
Q59VX7	XP_713775.1
Q5ANH4	XP_723141.1
Q5AMN5	XP_722683.1
Q5AAN8	XP_718860.1
Q59T89	XP_712967.1
A0A1D8PQ00	XP_719115.2
Q5A7M4	XP_717814.1
A0A1D8PFJ9	XP_722145.2
A0A1D8PSJ0	XP_715141.2
Q5AMM9	XP_722689.1
Q59Y16	XP_714475.1
A0A1D8PNA3	XP_714602.2
A0A1D8PJ02	XP_717757.2
A0A1D8PNQ7	XP_711413.1
A0A1D8PPJ9	XP_714326.1
A0A1D8PE88	XP_717627.2
A0A1D8PFT9	XP_715017.1
A0A1D8PRA4	XP_716957.2
Q5AJC3	XP_721745.1
A0A1D8PRR4	XP_718635.1
A0A1D8PER8	XP_723555.2
Q59RC4	XP_712226.1
Q5A9X0	XP_718532.1
Q5AJC2	XP_721746.1
Q5AMQ2	XP_722666.1
A0A1D8PPK8	XP_019330996.1
A0A1D8PP43	XP_721905.2
Q5APE1	XP_723510.1
Q5A4Z7	XP_716788.1
Q5AKY8	XP_722194.1
Q59PD4	XP_711577.1
A0A1D8PEL3	XP_723494.2
Q5ADL2	XP_719921.1
Q5ACU9	XP_719565.1
A0A1D8PQI9	XP_019331018.1
Q5AEC0	XP_720043.1
A0A1D8PQ09	XP_719128.2
A0A1D8PPP1	XP_716742.2
Q5AKW8	XP_722213.1
A0A1D8PK97	XP_716590.1
Q5A7B0	XP_717589.1
A0A1D8PMB2	XP_710122.1
A0A1D8PFT4	XP_715007.1
A0A1D8PJ15	XP_718518.2
A0A1D8PN79	XP_711353.2
A0A1D8PCL9	XP_019330617.1
A0A1D8PL32	XP_712637.2
A0A1D8PCH1	XP_718155.2
A0A1D8PML8	XP_715539.2
A0A1D8PS12	XP_718229.2
A0A1D8PPB6	XP_712309.2
A0A1D8PLR1	XP_720431.2
A0A1D8PH46	XP_019330770.1
A0A1D8PNY0	XP_019330975.1
Q59UQ7	XP_713344.1
A0A1D8PMI0	XP_019330940.1
Q59LL5	XP_710611.1
A0A1D8PSC9	XP_713258.2
A0A1D8PL78	XP_019330904.1
A0A1D8PI30	XP_019330799.1
A0A1D8PCZ5	XP_721525.2
A0A1D8PQI5	XP_720393.1
A0A1D8PJ01	XP_717759.2
Q5AHG8	XP_720952.1
Q5AJ64	XP_721799.1
A0A1D8PHA2	XP_019330771.1
A0A1D8PGX0	XP_715349.2
Q5AGY0	XP_721394.1
A0A1D8PQ67	XP_718061.2
A0A1D8PCJ0	XP_718175.2
A0A1D8PCZ6	XP_721533.2
A0A1D8PEY7	XP_723593.2
A0A1D8PR73	XP_710115.2
A0A1D8PHU6	XP_714859.2
A0A1D8PFT5	XP_019330730.1
A0A1D8PJN8	XP_720027.2
A0A1D8PSD3	XP_713245.2
A0A1D8PE84	XP_717617.2
A0A1D8PQM4	XP_720354.1
A0A1D8PFF6	XP_710788.2
Q5AAU7	XP_718803.1
A0A1D8PRK4	XP_715190.1
A0A1D8PH13	XP_720949.2
A0A1D8PTQ7	XP_019331106.1
A0A1D8PLU8	XP_709963.2
A0A1D8PPU7	XP_712512.2
Q5AHH3	XP_720947.1
Q5ANK2	XP_723115.1
Q59WE0	XP_713875.1
A0A1D8PTE4	XP_710432.2
Q5A8J7	XP_718087.1
A0A1D8PPR6	XP_713821.1
Q59VH3	XP_713570.1
A0A1D8PEZ0	XP_713949.2
A0A1D8PI00	XP_716032.2
Q5A7L0	XP_717826.1
A0A1D8PU99	XP_719403.1
Q59ZI8	XP_714890.1
A0A1D8PKK4	XP_719924.2
A0A1D8PCM3	XP_712960.2
A0A1D8PSL8	XP_717337.2
Q5ANL8	XP_723100.1
A0A1D8PRL4	XP_718690.1
Q59WF8	XP_713948.1
A0A1D8PRB9	XP_712157.2
Q5A8H8	XP_718106.1
A0A1D8PD24	XP_721555.2
A0A1D8PG80	XP_719478.2
A0A1D8PDG3	XP_710861.2
Q5AI01	XP_721549.1
Q5A878	XP_717941.1
A0A1D8PRP8	XP_718655.1
A0A1D8PSA9	XP_715772.2
Q5APD1	XP_723520.1
Q59X25	XP_714277.1
A0A1D8PCL5	XP_712971.2
A0A1D8PPU8	XP_712510.2
A0A1D8PH14	XP_720940.2
Q5A390	XP_716214.1
A0A1D8PJA9	XP_019330834.1
Q5A398	XP_716207.1
A0A1D8PRI6	XP_715209.1
A0A1D8PI79	XP_714449.1
A0A1D8PFY0	XP_715066.1
Q5AA42	XP_718465.1
A0A1D8PEX3	XP_710723.2
Q59V63	XP_713514.1
A0A1D8PRK6	XP_718698.1
A0A1D8PD25	XP_721548.2
Q5A862	XP_717956.1
A0A1D8PGJ6	XP_722574.1
Q59PZ2	XP_711781.1
A0A1D8PQH8	XP_720413.1
A0A1D8PIC6	XP_714240.2
Q59WI0	XP_713925.1
A0A1D8PMI3	XP_019330939.1
Q59MU0	XP_711079.1
Q59LD5	XP_710543.1
A0A1D8PSR6	XP_717404.2
A0A1D8PJ04	XP_717753.2
A0A1D8PPE0	XP_019330988.1
Q5A671	XP_717224.1
A0A1D8PDI8	XP_715881.2
A0A1D8PKC1	XP_716599.1
A0A1D8PCA8	XP_718995.2
A0A1D8PGZ0	XP_720967.2
Q5A5S8	XP_717124.1
A0A1D8PMT1	XP_715384.2
Q59TT8	XP_713023.1
A0A1D8PFM4	XP_722175.2
Q59LU6	XP_710701.1
Q59ZD9	XP_714940.1
Q5AIA0	XP_721452.1
A0A1D8PDK1	XP_715846.2
A0A1D8PPV5	XP_712507.2
A0A1D8PPY6	XP_719104.1
Q5AI92	XP_721460.1
A0A1D8PF84	XP_713011.2
A0A1D8PFL0	XP_722140.2
Q59WG4	XP_713942.1
A0A1D8PKI5	XP_716101.1
A0A1D8PEJ2	XP_723469.2
A0A1D8PMD5	XP_716554.2
A0A1D8PQ95	XP_718095.2
A0A1D8PPD0	XP_712304.2
Q5ALL6	XP_722604.1
A0A1D8PMR7	XP_715414.2
A0A1D8PC83	XP_719016.2
A0A1D8PS62	XP_713430.1
A0A1D8PMH5	XP_711864.2
A0A1D8PH08	XP_019330760.1
A0A1D8PT85	XP_713499.2
Q59YF6	XP_714544.1
A0A1D8PP12	XP_721868.2
A0A1D8PEV9	XP_711207.2
A0A1D8PJS2	XP_720031.2
A0A1D8PHJ3	XP_019330786.1
Q5A2B6	XP_715860.1
A0A1D8PHB8	XP_714901.2
A0A1D8PL40	XP_712623.2
A0A1D8PCT4	XP_721459.2
Q5AH72	XP_721304.1
A0A1D8PGG3	XP_722516.2
A0A1D8PJ97	XP_019330831.1
Q59QT3	XP_712023.1
A0A1D8PGR8	XP_715369.1
A0A1D8PJL2	XP_720009.2
Q5A943	XP_718114.1
A0A1D8PU93	XP_719417.1
Q5A791	XP_717609.1
Q5AMM6	XP_722692.1
Q59SD1	XP_712596.1
A0A1D8PMN4	XP_715437.2
A0A1D8PN61	XP_715699.1
A0A1D8PN52	XP_715694.2
Q59ZH5	XP_714903.1
A0A1D8PQ26	XP_719153.2
A0A1D8PMA5	XP_711443.2
Q5AI07	XP_721543.1
Q5A7K1	XP_717836.1
A0A1D8PMD1	XP_716561.2
A0A1D8PNU7	XP_710950.2
Q5A1M1	XP_715736.1
A0A1D8PTG2	XP_712346.2
A0A1D8PM03	XP_717104.2
Q59TC4	XP_712932.1
Q5ADL1	XP_719922.1
A0A1D8PFH5	XP_710797.2
A0A1D8PTB6	XP_019331096.1
A0A1D8PHX3	XP_714879.2
Q5AK78	XP_721851.1
A0A1D8PT35	XP_711690.2
A0A1D8PU38	XP_719326.1
A0A1D8PNZ4	XP_019330979.1
A0A1D8PH56	XP_712941.1
A0A1D8PFY2	XP_715062.1
A0A1D8PJZ5	XP_723083.2
A0A1D8PJF4	XP_721690.2
A0A1D8PN56	XP_711335.2
Q5ANI3	XP_723133.1
A0A1D8PLR8	XP_720423.2
Q59SJ1	XP_712635.1
Q5A668	XP_717227.1
A0A1D8PG20	XP_719544.1
Q5ANF9	XP_723159.1
Q59YH4	XP_714622.1
A0A1D8PD78	XP_713652.2
Q5AH56	XP_721322.1
A0A1D8PFD5	XP_716328.2
A0A1D8PDN2	XP_718477.2
Q59N01	XP_711096.1
A0A1D8PR35	XP_721318.2
A0A1D8PEK2	XP_723485.2
Q59S64	XP_712515.1
Q5A6L5	XP_717402.1
A0A1D8PI01	XP_713140.2
Q59US8	XP_713323.1
Q59PR4	XP_711716.1
Q5AKZ4	XP_722189.1
A0A1D8PIF8	XP_714549.2
A0A1D8PEJ1	XP_019330681.1
A0A1D8PNZ6	XP_721849.1
A0A1D8PM79	XP_717177.2
A0A1D8PKY2	XP_713315.2
A0A1D8PRY0	XP_718188.1
A0A1D8PPJ2	XP_714338.2
A0A1D8PI76	XP_019330804.1
A0A1D8PQT7	XP_712487.1
A0A1D8PM87	XP_717180.2
Q5ADT6	XP_719852.1
A0A1D8PGM5	XP_722584.2
A0A1D8PJ67	XP_019330829.1
A0A1D8PSV9	XP_710195.2
A0A1D8PDU5	XP_710279.2
Q5A4J7	XP_716751.1
A0A1D8PDJ9	XP_715852.2
A0A1D8PTD6	XP_712657.1
Q5A9Y1	XP_718521.1
A0A1D8PHX5	XP_713121.1
A0A1D8PCV2	XP_019330620.1
A0A1D8PIA4	XP_712594.2
A0A1D8PL88	XP_722727.2
A0A1D8PTF9	XP_712345.2
Q5A864	XP_717954.1
A0A1D8PSE7	XP_713229.2
Q5A887	XP_717932.1
A0A1D8PIC2	XP_019330809.1
A0A1D8PKC6	XP_716618.1
A0A1D8PU06	XP_019331119.1
Q5AD31	XP_719485.1
A0A1D8PMK3	XP_715556.2
Q59KQ1	XP_710317.1
A0A1D8PGX5	XP_720976.2
A0A1D8PES5	XP_723556.2
A0A1D8PU19	XP_711291.2
Q5AAS1	XP_718828.1
A0A1D8PL46	XP_713356.2
A0A1D8PTK4	XP_710209.2
Q59R30	XP_712143.1
Q5A6Q0	XP_717367.1
A0A1D8PJU7	XP_019330858.1
B9WFG1	XP_002419765.1
B9W8Y2	XP_002417552.1
B9W757	XP_002416928.1
B9WG98	XP_002420052.1
B9WD30	XP_002418997.1
B9WLQ5	XP_002422016.1
B9W824	XP_002417248.1
B9WLN5	XP_002421996.1
B9WED1	XP_002419448.1
B9WJF2	XP_002421214.1
B9WLA7	XP_002421868.1
B9W9T4	XP_002417853.1
B9W9N8	XP_002417808.1
B9WCP3	XP_002418860.1
B9WCP3	XP_002418882.1
B9WM88	XP_002422197.1
B9WAG5	XP_002418085.1
B9WEV3	XP_002419620.1
B9WEC4	XP_002419441.1
B9WD12	XP_002418979.1
B9WK46	XP_002421363.1
B9W7X4	XP_002417195.1
B9WE91	XP_002419408.1
B9WBE5	XP_002418415.1
B9WLF1	XP_002421912.1
B9WL71	XP_002421832.1
B9WAV2	XP_002418222.1
B9WHK1	XP_002420564.1
B9WLY5	XP_002422096.1
B9WC12	XP_002418631.1
B9WL59	XP_002421820.1
B9W8S4	XP_002417494.1
Q9UVZ8	XP_002417908.1
B9WLF5	XP_002421916.1
B9WK98	XP_002421415.1
B9WBR8	XP_002418538.1
B9W8P6	XP_002417466.1
B9W8A8	XP_002417329.1
B9WFW5	XP_002419919.1
B9WD58	XP_002419025.1
B9W790	XP_002416961.1
B9WJJ7	XP_002421307.1
B9W9Z5	XP_002417915.1
B9WFS9	XP_002419883.1
B9WJ48	XP_002421110.1
B9WJ16	XP_002421078.1
B9WN49	XP_002422508.1
B9WK07	XP_002421324.1
B9WKT4	XP_002421695.1
B9WGW9	XP_002420332.1
B9W9A9	XP_002417679.1
B9W8Z2	XP_002417562.1
B9W7S3	XP_002417144.1
B9WJA2	XP_002421164.1
B9WAM8	XP_002418148.1
B9WCK0	XP_002418817.1
Q8NJ57	XP_002417121.1
B9WHT6	XP_002420648.1
B9WCV6	XP_002418923.1
B9WDB4	XP_002419081.1
B9W892	XP_002417313.1
B9W6S2	XP_002416793.1
B9W797	XP_002416968.1
B9WEX6	XP_002419643.1
B9WFC9	XP_002419733.1
B9WCA0	XP_002418717.1
B9WB34	XP_002418304.1
B9W8T5	XP_002417505.1
B9WD86	XP_002419053.1
B9WAT8	XP_002418208.1
B9W7H9	XP_002417050.1
B9WEC5	XP_002419442.1
B9W900	XP_002417570.1
B9WA88	XP_002418008.1
Q873Y3	XP_002417970.1
B9W923	XP_002417593.1
B9WMA4	XP_002422213.1
B9WHJ2	XP_002420555.1
Q9C150	XP_002419073.1
B9WJ47	XP_002421109.1
B9WJ66	XP_002421128.1
B9WM02	XP_002422113.1
B9WLD6	XP_002421897.1
B9WMK2	XP_002422311.1
B9WMB0	XP_002422219.1
B9W725	XP_002416896.1
B9WI08	XP_002420720.1
B9WC55	XP_002418674.1
B9WEN7	XP_002419554.1
B9WAN1	XP_002418151.1
B9WLC2	XP_002421883.1
B9W962	XP_002417631.1
B9WIP9	XP_002420961.1
B9W8V0	XP_002417520.1
B9WJQ8	XP_002421540.1
B9WAH9	XP_002418099.1
B9WK66	XP_002421383.1
B9WAU5	XP_002418215.1
B9WEG1	XP_002419478.1
B9WFS6	XP_002419880.1
B9W7N4	XP_002417105.1
B9WB11	XP_002418281.1
B9W8W7	XP_002417537.1
B9WMR3	XP_002422372.1
B9W8X7	XP_002417547.1
B9WLM2	XP_002421983.1
B9WD49	XP_002419016.1
B9WMT5	XP_002422394.1
B9WHE6	XP_002420509.1
B9W951	XP_002417620.1
B9W807	XP_002417228.1
B9WDW6	XP_002419283.1
B9WDW6	XP_002419293.1
B9WAR9	XP_002418189.1
B9WJR3	XP_002421515.1
B9WEE5	XP_002419462.1
B9W9F2	XP_002417722.1
B9W8I4	XP_002417404.1
B9WB92	XP_002418362.1
B9WJ28	XP_002421090.1
B9WG25	XP_002419979.1
B9WG73	XP_002420027.1
B9WDM9	XP_002419196.1
B9WGF1	XP_002420105.1
B9WFS0	XP_002419874.1
B9WKV2	XP_002421713.1
B9W7C2	XP_002416993.1
B9WFU8	XP_002419902.1
B9WMI8	XP_002422297.1
B9WET8	XP_002419605.1
B9WGL9	XP_002420172.1
B9WDT8	XP_002419255.1
B9WEM8	XP_002419545.1
B9WI35	XP_002420747.1
B9WG10	XP_002419964.1
B9WH75	XP_002420438.1
B9W9P7	XP_002417817.1
B9W894	XP_002417316.1
B9WHD9	XP_002420502.1
B9WG88	XP_002420042.1
B9WEZ1	XP_002419658.1
B9WE63	XP_002419380.1
B9WDM6	XP_002419193.1
B9WKB8	XP_002421433.1
B9WLF3	XP_002421914.1
B9WDD1	XP_002419098.1
B9WN02	XP_002422461.1
B9WC68	XP_002418685.1
B9W6L1	XP_002416732.1
B9WM75	XP_002422184.1
B9W832	XP_002417252.1
B9WHI6	XP_002420549.1
B9W9J2	XP_002417762.1
B9WIV6	XP_002421018.1
B9W8R7	XP_002417487.1
B9WA67	XP_002417987.1
B9W7S7	XP_002417148.1
B9WKT8	XP_002421699.1
B9WFS7	XP_002419881.1
B9WLU0	XP_002422051.1
B9WHV5	XP_002420667.1
B9W8X1	XP_002417541.1
B9WJM5	XP_002421240.1
B9W7D1	XP_002417002.1
B9WDR4	XP_002419231.1
B9WB42	XP_002418312.1
B9WL38	XP_002421799.1
B9WA96	XP_002418016.1
B9W9J8	XP_002417768.1
B9WEY2	XP_002419649.1
B9WJY9	XP_002421603.1
B9WJS5	XP_002421520.1
B9WID4	XP_002420846.1
B9W907	XP_002417577.1
B9WMS9	XP_002422388.1
B9WHF2	XP_002420515.1
B9WE57	XP_002419374.1
B9WI58	XP_002420770.1
B9WHF7	XP_002420520.1
B9WKC8	XP_002421443.1
B9W9T9	XP_002417859.1
B9WHF5	XP_002420518.1
B9WK31	XP_002421348.1
B9WL06	XP_002421767.1
B9WC99	XP_002418716.1
B9W9F9	XP_002417729.1
B9W7M9	XP_002417100.1
B9WGH5	XP_002420129.1
B9WI37	XP_002420749.1
B9WLH0	XP_002421931.1
B9WAM7	XP_002418147.1
B9WET1	XP_002419598.1
B9WAP4	XP_002418164.1
B9W8N8	XP_002417458.1
B9W838	XP_002417258.1
B9WKQ5	XP_002421666.1
B9WI75	XP_002420787.1
B9W809	XP_002417230.1
B9WE97	XP_002419414.1
B9WFV4	XP_002419908.1
B9WGD8	XP_002420092.1
B9WLJ2	XP_002421953.1
B9WE76	XP_002419393.1
B9WEP2	XP_002419559.1
B9WBC9	XP_002418399.1
B9WH77	XP_002420440.1
B9WFN2	XP_002419836.1
B9WIN4	XP_002420946.1
B9W7X3	XP_002417194.1
B9WMZ1	XP_002422450.1
B9WB43	XP_002418313.1
B9W8Z8	XP_002417568.1
B9WHU1	XP_002420653.1
B9WHQ8	XP_002420620.1
B9W9G7	XP_002417737.1
B9W831	XP_002417255.1
B9WGY2	XP_002420345.1
B9W8J4	XP_002417414.1
B9W7Q9	XP_002417130.1
B9WMZ0	XP_002422449.1
B9WLG4	XP_002421925.1
B9WCD3	XP_002418750.1
B9WA48	XP_002417968.1
B9WLQ1	XP_002422012.1
B9WCF7	XP_002418774.1
B9WIU7	XP_002421009.1
B9WEC3	XP_002419440.1
B9W997	XP_002417669.1
B9WK68	XP_002421385.1
B9WJG6	XP_002421276.1
B9WAA3	XP_002418023.1
B9W8N6	XP_002417456.1
B9WCL0	XP_002418827.1
B9WAV1	XP_002418221.1
B9WF47	XP_002420279.1
B9WMQ3	XP_002422362.1
B9W7M2	XP_002417093.1
B9WKJ4	XP_002421509.1
B9W7Z5	XP_002417216.1
B9W9Q6	XP_002417827.1
B9WBU7	XP_002418566.1
B9W6T2	XP_002416803.1
B9WDS0	XP_002419237.1
B9WLT0	XP_002422041.1
B9W945	XP_002417615.1
B9WGX7	XP_002420340.1
B9WH49	XP_002420412.1
B9W9Q4	XP_002417824.1
B9WCM1	XP_002418838.1
B9WGG8	XP_002420122.1
B9WI26	XP_002420738.1
B9WDJ0	XP_002419157.1
B9WG94	XP_002420048.1
B9WB53	XP_002418323.1
B9W9C1	XP_002417691.1
B9WKM5	XP_002421636.1
B9WEB7	XP_002419434.1
B9WJC4	XP_002421186.1
B9WHM2	XP_002420585.1
B9WL27	XP_002421788.1
B9WCF3	XP_002418770.1
B9WFU0	XP_002419894.1
B9W9S0	XP_002417840.1
B9W891	XP_002417312.1
B9WKP0	XP_002421651.1
B9W8N4	XP_002417454.1
B9WGI6	XP_002420140.1
B9WG22	XP_002419976.1
B9W938	XP_002417607.1
B9WHW5	XP_002420677.1
B9WKJ2	XP_002421507.1
B9WCG1	XP_002418778.1
B9WIF0	XP_002420862.1
B9W773	XP_002416944.1
B9WMH4	XP_002422283.1
B9WB47	XP_002418317.1
B9WDY5	XP_002419302.1
B9WL35	XP_002421796.1
B9W9S5	XP_002417845.1
B9WK83	XP_002421400.1
B9W7R2	XP_002417133.1
B9WML5	XP_002422324.1
B9WCC7	XP_002418744.1
B9W936	XP_002417605.1
B9WB58	XP_002418328.1
B9W8H2	XP_002417392.1
B9WIV7	XP_002421019.1
B9WEX2	XP_002419639.1
B9WDX8	XP_002419295.1
B9W7S4	XP_002417145.1
B9W6L8	XP_002416739.1
B9WCJ5	XP_002418812.1
B9WFX5	XP_002419929.1
B9WKM6	XP_002421637.1
B9WEY4	XP_002419651.1
B9WDC0	XP_002419087.1
B9WFM5	XP_002419829.1
B9W750	XP_002416921.1
B9WD59	XP_002419026.1
B9WDA4	XP_002419071.1
B9WE49	XP_002419366.1
B9WM45	XP_002422154.1
B9WN28	XP_002422487.1
B9WIR2	XP_002420974.1
B9WHM9	XP_002420592.1
B9WCW6	XP_002418933.1
B9WJX5	XP_002421589.1
B9WBD1	XP_002418401.1
B9W9J3	XP_002417763.1
B9WF04	XP_002419671.1
B9W966	XP_002417635.1
B9WJC3	XP_002421185.1
B9WFN5	XP_002419839.1
B9WHV0	XP_002420662.1
B9W8W6	XP_002417536.1
B9W8K3	XP_002417423.1
B9WLK9	XP_002421970.1
B9WL51	XP_002421812.1
B9WBS8	XP_002418548.1
B9W909	XP_002417579.1
B9WAM2	XP_002418142.1
B9W7I1	XP_002417052.1
B9W6N3	XP_002416754.1
B9WH86	XP_002420449.1
B9WDY7	XP_002419304.1
B9WLM3	XP_002421984.1
B9WLD4	XP_002421895.1
B9W764	XP_002416935.1
B9WAF7	XP_002418077.1
B9WIM6	XP_002420938.1
B9WDE7	XP_002419114.1
B9WGX2	XP_002420335.1
B9WMC2	XP_002422231.1
B9WMX7	XP_002422436.1
B9WBE4	XP_002418414.1
B9WMY7	XP_002422446.1
B9WLG8	XP_002421929.1
B9WE45	XP_002419362.1
B9WJ03	XP_002421065.1
B9WKX3	XP_002421734.1
B9WA95	XP_002418015.1
B9WGH3	XP_002420127.1
B9WMF8	XP_002422267.1
B9W6M8	XP_002416749.1
B9WJW1	XP_002421577.1
B9W7U6	XP_002417167.1
B9WA55	XP_002417975.1
B9WM71	XP_002422180.1
B9WBP9	XP_002418519.1
B9W8D0	XP_002417351.1
B9W8G6	XP_002417387.1
B9W7T1	XP_002417152.1
B9WC82	XP_002418699.1
B9WC57	XP_002418676.1
B9WEK0	XP_002419517.1
B9WEK0	XP_002419532.1
B9WHB0	XP_002420473.1
B9WDZ2	XP_002419309.1
B9WG85	XP_002420039.1
B9WEX0	XP_002419637.1
B9W8E9	XP_002417370.1
B9WHQ4	XP_002420616.1
B9WJJ8	XP_002421308.1
B9WJY2	XP_002421596.1
B9WKS4	XP_002421685.1
B9WB73	XP_002418343.1
B9WD87	XP_002419054.1
B9WKL6	XP_002421627.1
B9WDX1	XP_002419288.1
B9WLI1	XP_002421942.1
B9WE90	XP_002419407.1
B9WEF4	XP_002419471.1
B9WI88	XP_002420800.1
B9W6I8	XP_002416709.1
B9WDF3	XP_002419120.1
B9WB52	XP_002418322.1
B9WEF9	XP_002419476.1
B9WCL2	XP_002418829.1
B9WD18	XP_002418985.1
B9WFG7	XP_002419771.1
B9WCJ0	XP_002418807.1
B9W974	XP_002417643.1
B9WN30	XP_002422489.1
B9WMV9	XP_002422418.1
B9WB07	XP_002418277.1
B9W9C3	XP_002417693.1
B9WMZ7	XP_002422456.1
B9WLP9	XP_002422010.1
B9WJP4	XP_002421259.1
B9WFV8	XP_002419912.1
B9W9C7	XP_002417697.1
B9W9C6	XP_002417696.1
B9WMS0	XP_002422379.1
B9WH70	XP_002420433.1
B9WB10	XP_002418280.1
B9W858	XP_002417278.1
B9WLG9	XP_002421930.1
B9WDH0	XP_002419137.1
B9WCR8	XP_002418885.1
B9WGZ0	XP_002420353.1
B9W7M7	XP_002417098.1
B9W8G1	XP_002417381.1
B9WJV3	XP_002421569.1
B9WL96	XP_002421857.1
B9WJL6	XP_002421231.1
B9WD88	XP_002419055.1
B9WBF3	XP_002418423.1
B9WFH7	XP_002419781.1
B9WIM2	XP_002420934.1
B9WMP2	XP_002422351.1
B9WBI8	XP_002418458.1
B9WD29	XP_002418996.1
B9W868	XP_002417291.1
B9W851	XP_002417277.1
B9WDT9	XP_002419256.1
B9WFK7	XP_002419811.1
B9W7Q8	XP_002417129.1
B9WF09	XP_002419676.1
B9WJY4	XP_002421598.1
B9WBK8	XP_002418478.1
B9W7E1	XP_002417012.1
B9WFW1	XP_002419915.1
B9WEV0	XP_002419617.1
B9WCP5	XP_002418862.1
B9WCV9	XP_002418926.1
B9WDN8	XP_002419205.1
B9WHT5	XP_002420647.1
B9WK01	XP_002421318.1
B9WLE9	XP_002421910.1
B9WDX4	XP_002419291.1
B9W6Y9	XP_002416860.1
B9WJW0	XP_002421576.1
B9W6T9	XP_002416810.1
B9W738	XP_002416909.1
B9WC13	XP_002418632.1
B9WE93	XP_002419410.1
B9WAR7	XP_002418187.1
B9WC76	XP_002418693.1
B9W8Y3	XP_002417553.1
B9WJM1	XP_002421236.1
B9WMY1	XP_002422440.1
B9W6T4	XP_002416805.1
B9W9T1	XP_002417851.1
B9WIZ0	XP_002421052.1
B9W8B1	XP_002417332.1
B9W765	XP_002416936.1
B9WIX6	XP_002421038.1
B9WFS2	XP_002419876.1
B9W9H0	XP_002417740.1
B9WLP1	XP_002422002.1
B9WIH9	XP_002420891.1
B9W921	XP_002417591.1
B9WKG6	XP_002421481.1
B9WIY7	XP_002421049.1
B9WJQ9	XP_002421512.1
B9WL55	XP_002421816.1
B9WHM3	XP_002420586.1
B9W7R9	XP_002417140.1
B9WJ85	XP_002421147.1
B9WM04	XP_002422115.1
B9WF78	XP_002419682.1
B9W6I3	XP_002416704.1
B9WKW4	XP_002421725.1
B9W7S1	XP_002417142.1
B9WFJ8	XP_002419802.1
B9W9L8	XP_002417788.1
B9WGR1	XP_002420214.1
B9WLT2	XP_002422043.1
B9W896	XP_002417318.1
B9W782	XP_002416953.1
B9WE77	XP_002419394.1
B9WG40	XP_002419994.1
B9W846	XP_002417268.1
B9WIX1	XP_002421033.1
B9W7I2	XP_002417053.1
B9W8E7	XP_002417368.1
B9W9G3	XP_002417733.1
B9WMR6	XP_002422375.1
B9WLK2	XP_002421963.1
B9WKL5	XP_002421626.1
B9W828	XP_002417251.1
B9WM06	XP_002422117.1
B9WK41	XP_002421358.1
B9W849	XP_002417269.1
B9WDQ2	XP_002419219.1
B9WDQ2	XP_002419228.1
B9WEL4	XP_002419531.1
B9WJD8	XP_002421200.1
